Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,M,Engine,E,Engine_range,Power,Seats,Price
Maruti Swift VDI,Maruti,Kochi,2015,53500,Diesel,Manual,First,28.4 kmpl,28.40,1248 CC,1248,1000-2000,74 bhp,5,5.36
Maruti Ertiga VXI,Maruti,Delhi,2014,17585,Petrol,Manual,First,16.02 kmpl,16.02,1373 CC,1373,1000-2000,93.7 bhp,7,6.35
Hyundai Verna 1.6 VTVT,Hyundai,Kolkata,2011,36226,Petrol,Manual,First,17.01 kmpl,17.01,1591 CC,1591,1000-2000,121.3 bhp,5,2.95
Land Rover Discovery Sport TD4 HSE,Land,Coimbatore,2019,25899,Diesel,Automatic,First,12.63 kmpl,12.63,2179 CC,2179,2000-3000,147.5 bhp,5,55.7
Hyundai Santro Xing GL,Hyundai,Kolkata,2009,60170,Petrol,Manual,First,0.0 kmpl,0.00,1086 CC,1086,1000-2000,62 bhp,5,1.15
Mercedes-Benz New C-Class C 220 CDI Style,Mercedes-Benz,Hyderabad,2017,11200,Diesel,Automatic,First,19.27 kmpl,19.27,2143 CC,2143,2000-3000,167.62 bhp,5,37.5
Hyundai i10 Magna 1.2,Hyundai,Kochi,2017,49045,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,4.07
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Kolkata,2012,45000,Diesel,Manual,First,22.07 kmpl,22.07,1199 CC,1199,1000-2000,73.9 bhp,5,2.99
Maruti Vitara Brezza VDi Option,Maruti,Delhi,2017,40000,Diesel,Manual,First,24.3 kmpl,24.30,1248 CC,1248,1000-2000,88.5 bhp,5,7.9
Renault Duster 85PS Diesel RxL,Renault,Mumbai,2016,36600,Diesel,Manual,First,19.87 kmpl,19.87,1461 CC,1461,1000-2000,83.8 bhp,5,7.49
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Jaipur,2009,117000,Diesel,Manual,First,18.0 kmpl,18.00,1248 CC,1248,1000-2000,75 bhp,5,1.1
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes-Benz,Delhi,2016,16000,Diesel,Automatic,First,11.3 kmpl,11.30,2987 CC,2987,2000-3000,254.8 bhp,7,56
Hyundai Xcent 1.2 CRDi S,Hyundai,Mumbai,2016,50000,Diesel,Manual,First,25.4 kmpl,25.40,1186 CC,1186,1000-2000,73.97 bhp,5,3.5
Hyundai Verna CRDi SX ABS,Hyundai,Hyderabad,2008,150000,Diesel,Manual,First,18.1 kmpl,18.10,1493 CC,1493,1000-2000,110 bhp,5,3
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,11000,Petrol,Manual,First,17.01 kmpl,17.01,1591 CC,1591,1000-2000,121.3 bhp,5,6.1
Ford Figo Petrol ZXI,Ford,Bangalore,2010,102016,Petrol,Manual,First,15.6 kmpl,15.60,1196 CC,1196,1000-2000,70 bhp,5,2.25
Maruti Swift VDI Optional,Maruti,Chennai,2016,38000,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,5.95
Renault Pulse RxL,Renault,Hyderabad,2013,71491,Diesel,Manual,First,23.08 kmpl,23.08,1461 CC,1461,1000-2000,63.12 bhp,5,4.95
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Bangalore,2015,46354,Petrol,Manual,Second,16.47 kmpl,16.47,1198 CC,1198,1000-2000,74 bhp,5,5.49
BMW 3 Series 320d Luxury Line,BMW,Delhi,2019,87000,Diesel,Automatic,First,22.69 kmpl,22.69,1995 CC,1995,1000-2000,190 bhp,5,6.67
Skoda Rapid 1.6 MPI Active,Skoda,Ahmedabad,2015,20765,Petrol,Manual,First,15.0 kmpl,15.00,1598 CC,1598,1000-2000,103.52 bhp,5,6.25
Hyundai Santro GS,Hyundai,Ahmedabad,2005,58000,Petrol,Manual,Second,0.0 kmpl,0.00,999 CC,999,<1000,null bhp,5,1.51
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,2014,51076,Diesel,Automatic,First,12.07 kmpl,12.07,2967 CC,2967,2000-3000,241.4 bhp,7,34.88
Maruti Ciaz VDi Plus,Maruti,Jaipur,2016,84085,Diesel,Manual,First,26.21 kmpl,26.21,1248 CC,1248,1000-2000,88.5 bhp,5,6.9
Honda City i DTEC VX,Honda,Kolkata,2014,55000,Diesel,Manual,First,25.1 kmpl,25.10,1498 CC,1498,1000-2000,98.6 bhp,5,5.99
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mercedes-Benz,Mumbai,2010,73000,Petrol,Automatic,First,10.93 kmpl,10.93,3498 CC,3498,3000-4000,272 bhp,5,10.4
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Audi,Pune,2012,50001,Diesel,Automatic,First,14.57 kmpl,14.57,2967 CC,2967,2000-3000,241.38 bhp,5,29
Mahindra Xylo H4,Mahindra,Coimbatore,2016,93166,Diesel,Manual,Second,14.02 kmpl,14.02,2179 CC,2179,2000-3000,118.3 bhp,7,5.85
Honda City 1.5 EXI AT,Honda,Kochi,2006,99583,Petrol,Automatic,Third,12.0 kmpl,12.00,1493 CC,1493,1000-2000,100 bhp,5,2.21
Maruti SX4 ZXI MT BSIV,Maruti,Mumbai,2010,72000,Petrol,Manual,First,15.5 kmpl,15.50,1586 CC,1586,1000-2000,103.3 bhp,5,2.4
Toyota Corolla Altis G,Toyota,Pune,2009,70000,Petrol,Manual,Third,14.53 kmpl,14.53,1798 CC,1798,1000-2000,138.1 bhp,5,3
Volkswagen Vento Petrol Highline AT,Volkswagen,Pune,2012,61000,Petrol,Automatic,Second,14.4 kmpl,14.40,1598 CC,1598,1000-2000,103.6 bhp,5,3.75
Hyundai EON Era Plus,Hyundai,Pune,2015,66510,Petrol,Manual,First,21.1 kmpl,21.10,814 CC,814,<1000,55.2 bhp,5,2.95
Skoda Laura Ambition 2.0 TDI CR MT,Skoda,Hyderabad,2011,84062,Diesel,Manual,First,20.0 kmpl,20.00,1968 CC,1968,1000-2000,108.5 bhp,5,5.8
Maruti Swift VDI,Maruti,Hyderabad,2012,80799,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,4.9
Toyota Corolla Altis 1.8 VL CVT,Toyota,Kolkata,2018,5000,Petrol,Automatic,First,14.28 kmpl,14.28,1798 CC,1798,1000-2000,138.03 bhp,5,16.95
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Hyderabad,2013,92000,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100 bhp,8,12.5
Tata Tiago Wizz 1.05 Revotorq,Tata,Hyderabad,2017,53000,Diesel,Manual,First,27.28 kmpl,27.28,1047 CC,1047,1000-2000,69 bhp,5,5
Skoda Rapid 1.6 MPI Ambition,Skoda,Mumbai,2015,39822,Petrol,Manual,First,15.41 kmpl,15.41,1598 CC,1598,1000-2000,103.52 bhp,5,4.68
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Mumbai,2016,29000,Diesel,Automatic,First,10.91 kmpl,10.91,3198 CC,3198,3000-4000,197 bhp,7,29.8
Renault KWID RXL,Renault,Kochi,2017,24214,Petrol,Manual,Second,25.17 kmpl,25.17,799 CC,799,<1000,53.3 bhp,5,3.46
Hyundai i20 1.4 Asta CRDi with AVN,Hyundai,Pune,2012,75000,Diesel,Manual,First,23.0 kmpl,23.00,1396 CC,1396,1000-2000,90 bhp,5,4
Skoda Laura Ambiente,Skoda,Chennai,2012,77216,Diesel,Manual,Second,17.5 kmpl,17.50,1896 CC,1896,1000-2000,106 bhp,5,4.5
Toyota Corolla Altis Diesel D4DG,Toyota,Kochi,2013,74290,Diesel,Manual,First,21.43 kmpl,21.43,1364 CC,1364,1000-2000,87.2 bhp,5,5.87
Mahindra Scorpio S8 8 Seater,Mahindra,Delhi,2015,61000,Diesel,Manual,First,15.4 kmpl,15.40,2179 CC,2179,2000-3000,120 bhp,8,9.5
Audi Q5 2.0 TDI Premium Plus,Audi,Chennai,2013,44000,Diesel,Automatic,First,14.16 kmpl,14.16,1968 CC,1968,1000-2000,174.3 bhp,5,32.5
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,Coimbatore,2014,74041,Diesel,Manual,First,18.2 kmpl,18.20,1248 CC,1248,1000-2000,73.8 bhp,8,3.88
BMW 3 Series 320d,BMW,Coimbatore,2013,85846,Diesel,Automatic,First,22.69 kmpl,22.69,1995 CC,1995,1000-2000,190 bhp,5,13.08
Nissan Sunny 2011-2014 Diesel XV,Nissan,Delhi,2012,52000,Diesel,Manual,First,21.64 kmpl,21.64,1461 CC,1461,1000-2000,84.8 bhp,5,3.5
Honda Accord 2.4 MT,Honda,Mumbai,2010,47000,Petrol,Manual,Second,12.8 kmpl,12.80,2354 CC,2354,2000-3000,177.6 bhp,5,3.5
Hyundai Verna CRDi,Hyundai,Bangalore,2010,72010,Diesel,Manual,First,16.8 kmpl,16.80,1493 CC,1493,1000-2000,110 bhp,5,4.45
Maruti Omni E MPI STD BS IV,Maruti,Jaipur,2015,15000,Petrol,Manual,First,16.8 kmpl,16.80,796 CC,796,<1000,34.2 bhp,8,2.35
Honda City i VTEC SV,Honda,Kolkata,2015,480000,Petrol,Manual,First,17.4 kmpl,17.40,1497 CC,1497,1000-2000,117.3 bhp,5,5
Audi A7 2011-2015 Sportback,Audi,Kolkata,2012,24720,Diesel,Automatic,Second,0.0 kmpl,0.00,2967 CC,2967,2000-3000,241.4 bhp,5,28
Ford Fiesta 1.4 ZXi Leather,Ford,Chennai,2007,75000,Petrol,Manual,Second,16.6 kmpl,16.60,1388 CC,1388,1000-2000,68 bhp,5,2
Hyundai i20 1.4 Asta,Hyundai,Mumbai,2015,57000,Diesel,Manual,First,22.54 kmpl,22.54,1396 CC,1396,1000-2000,88.73 bhp,5,6.35
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,Kochi,2015,41057,Diesel,Automatic,First,13.0 kmpl,13.00,2143 CC,2143,2000-3000,201.1 bhp,5,24.63
Maruti Wagon R LXI CNG,Maruti,Pune,2012,92000,CNG,Manual,Second,26.2 km/kg,26.20,998 CC,998,<1000,58.2 bhp,5,3
Ford EcoSport 1.5 TDCi Trend Plus,Ford,Chennai,2016,20000,Diesel,Manual,First,22.77 kmpl,22.77,1498 CC,1498,1000-2000,98.59 bhp,5,7.9
Hyundai i20 1.2 Magna,Hyundai,Mumbai,2011,52359,Petrol,Manual,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,80 bhp,5,3.25
Honda City i VTEC V,Honda,Delhi,2016,17000,Petrol,Manual,Second,17.8 kmpl,17.80,1497 CC,1497,1000-2000,117.3 bhp,5,8.25
Nissan Micra Diesel XV,Nissan,Kolkata,2011,39002,Diesel,Manual,First,23.08 kmpl,23.08,1461 CC,1461,1000-2000,63.1 bhp,5,2.85
Ford Figo Diesel EXI,Ford,Pune,2010,129986,Diesel,Manual,Second,20.0 kmpl,20.00,1399 CC,1399,1000-2000,68 bhp,5,3.2
Nissan Micra XL,Nissan,Kolkata,2013,45000,Petrol,Manual,First,18.44 kmpl,18.44,1198 CC,1198,1000-2000,75 bhp,5,1.75
Maruti Swift VDI BSIV,Maruti,Kolkata,2013,41300,Diesel,Manual,First,17.8 kmpl,17.80,1248 CC,1248,1000-2000,null bhp,5,3.38
Honda Accord 2.4 MT,Honda,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8 kmpl,12.80,2354 CC,2354,2000-3000,177.6 bhp,5,5.75
Skoda Superb Elegance 1.8 TSI AT,Skoda,Mumbai,2010,67000,Petrol,Automatic,First,13.7 kmpl,13.70,1798 CC,1798,1000-2000,157.75 bhp,5,4.7
Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,2017,21260,Petrol,Manual,First,14.0 kmpl,14.00,796 CC,796,<1000,35 bhp,5,2.9
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Ahmedabad,2012,55362,Diesel,Manual,First,21.9 kmpl,21.90,1396 CC,1396,1000-2000,88.8 bhp,5,4.25
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Chennai,2017,13000,Diesel,Automatic,First,17.01 kmpl,17.01,1582 CC,1582,1000-2000,126.2 bhp,5,14.5
Maruti Swift VDI BSIV,Maruti,Kochi,2016,45725,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,5.34
Maruti Swift LDI BSIV,Maruti,Jaipur,2014,105000,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,3.85
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Hyderabad,2009,156056,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,8.5
Hyundai Xcent 1.1 CRDi Base,Hyundai,Mumbai,2016,135000,Diesel,Manual,First,24.4 kmpl,24.40,1120 CC,1120,1000-2000,71 bhp,5,4.2
Maruti Ertiga Paseo VDI,Maruti,Delhi,2016,67000,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.7 bhp,7,6.75
Ford Endeavour 3.2 Trend AT 4X4,Ford,Jaipur,2016,90000,Diesel,Automatic,First,10.91 kmpl,10.91,3198 CC,3198,3000-4000,197.2 bhp,7,26
Hyundai i20 1.4 Sportz,Hyundai,Coimbatore,2019,32251,Diesel,Manual,First,22.54 kmpl,22.54,1396 CC,1396,1000-2000,88.73 bhp,5,8.61
Maruti Zen Estilo LXI BS IV,Maruti,Mumbai,2009,47000,Petrol,Manual,First,19.0 kmpl,19.00,998 CC,998,<1000,67.1 bhp,5,1.46
Maruti Ritz VDi,Maruti,Mumbai,2011,75308,Diesel,Manual,Second,21.1 kmpl,21.10,1248 CC,1248,1000-2000,73.9 bhp,5,2.8
Maruti Alto K10 LXI CNG Optional,Maruti,Kochi,2018,44202,CNG,Manual,First,32.26 km/kg,32.26,998 CC,998,<1000,58.2 bhp,4,4
Honda City 1.5 S MT,Honda,Mumbai,2014,58000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,5.47
Maruti Swift Dzire ZXi,Maruti,Mumbai,2009,60000,Petrol,Manual,First,17.5 kmpl,17.50,1298 CC,1298,1000-2000,85.8 bhp,5,2.45
BMW X1 sDrive 20d Sportline,BMW,Hyderabad,2014,45000,Diesel,Automatic,First,17.05 kmpl,17.05,1995 CC,1995,1000-2000,184 bhp,5,21.5
Tata Manza Aqua Safire,Tata,Mumbai,2010,41195,Petrol,Manual,First,15.0 kmpl,15.00,1368 CC,1368,1000-2000,90 bhp,5,1.38
Mahindra XUV500 W10 2WD,Mahindra,Chennai,2016,89000,Diesel,Manual,First,16.0 kmpl,16.00,2179 CC,2179,2000-3000,140 bhp,7,13.5
Hyundai i10 Sportz AT,Hyundai,Bangalore,2009,60510,Petrol,Automatic,Second,16.95 kmpl,16.95,1197 CC,1197,1000-2000,78.9 bhp,5,3.1
Maruti Baleno Sigma 1.2,Maruti,Mumbai,2016,8500,Petrol,Manual,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,5.49
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Kochi,2017,35981,Diesel,Manual,First,24.3 kmpl,24.30,1248 CC,1248,1000-2000,88.5 bhp,5,9.51
Ford Figo Petrol ZXI,Ford,Mumbai,2012,23152,Petrol,Manual,First,15.6 kmpl,15.60,1196 CC,1196,1000-2000,70.02 bhp,5,2.39
Maruti Wagon R CNG LXI,Maruti,Delhi,2014,74663,CNG,Manual,First,33.54 km/kg,33.54,998 CC,998,<1000,67.04 bhp,5,3.25
Volkswagen Vento Sport 1.2 TSI AT,Volkswagen,Mumbai,2014,61529,Petrol,Automatic,First,18.19 kmpl,18.19,1197 CC,1197,1000-2000,103.5 bhp,5,5.65
Mahindra Xylo D2 BS III,Mahindra,Ahmedabad,2010,91596,Diesel,Manual,First,14.95 kmpl,14.95,2489 CC,2489,2000-3000,93.7 bhp,7,1.85
Porsche Cayenne Base,Porsche,Kochi,2019,14298,Petrol,Automatic,First,13.33 kmpl,13.33,2995 CC,2995,2000-3000,340 bhp,5,2.02
Maruti Swift Dzire VDi,Maruti,Hyderabad,2013,83327,Diesel,Manual,First,19.3 kmpl,19.30,1248 CC,1248,1000-2000,73.9 bhp,5,5.8
Volkswagen Polo 1.2 MPI Highline Plus,Volkswagen,Hyderabad,2017,22857,Petrol,Manual,First,16.2 kmpl,16.20,1199 CC,1199,1000-2000,74 bhp,5,6.9
Hyundai Verna 1.6 VTVT,Hyundai,Chennai,2013,34620,Petrol,Manual,Second,17.01 kmpl,17.01,1591 CC,1591,1000-2000,121.3 bhp,5,5.35
Hyundai i10 Era 1.1,Hyundai,Bangalore,2010,56000,Petrol,Manual,First,19.81 kmpl,19.81,1086 CC,1086,1000-2000,68.05 bhp,5,2.85
Mercedes-Benz E-Class E250 CDI Launch Edition,Mercedes-Benz,Chennai,2014,81000,Diesel,Automatic,First,13.0 kmpl,13.00,2143 CC,2143,2000-3000,204 bhp,5,22.75
Maruti Zen LXI,Maruti,Jaipur,1998,95150,Petrol,Manual,Third,17.3 kmpl,17.30,993 CC,993,<1000,60 bhp,5,0.45
Hyundai i10 Sportz,Hyundai,Coimbatore,2013,32776,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,4.64
Honda Amaze S i-Dtech,Honda,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,5.27
Tata Safari Storme VX,Tata,Jaipur,2016,36000,Diesel,Manual,First,14.1 kmpl,14.10,2179 CC,2179,2000-3000,148 bhp,7,10
Honda Brio 1.2 S MT,Honda,Mumbai,2015,22000,Petrol,Manual,First,18.5 kmpl,18.50,1198 CC,1198,1000-2000,86.8 bhp,5,3.95
Hyundai i20 Asta,Hyundai,Kochi,2010,30754,Petrol,Manual,First,17.0 kmpl,17.00,1197 CC,1197,1000-2000,80 bhp,5,3.38
Volkswagen Jetta 2012-2014 1.4 TSI,Volkswagen,Coimbatore,2018,37109,Petrol,Manual,First,14.69 kmpl,14.69,1390 CC,1390,1000-2000,120.33 bhp,5,16.8
Honda Jazz Select Edition,Honda,Kolkata,2010,45000,Petrol,Manual,First,16.7 kmpl,16.70,1198 CC,1198,1000-2000,88.8 bhp,5,1.99
Hyundai Grand i10 Sportz,Hyundai,Coimbatore,2017,33284,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,5.84
Jaguar XF Diesel,Jaguar,Coimbatore,2016,55115,Diesel,Automatic,First,14.74 kmpl,14.74,2993 CC,2993,2000-3000,270.9 bhp,5,36.15
Jaguar XF 2.2 Litre Luxury,Jaguar,Kolkata,2014,18000,Diesel,Automatic,First,16.36 kmpl,16.36,2179 CC,2179,2000-3000,187.7 bhp,5,25.7
Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2013,130790,Diesel,Manual,First,16.0 kmpl,16.00,2179 CC,2179,2000-3000,140 bhp,7,9.24
Maruti S Cross DDiS 320 Alpha,Maruti,Delhi,2015,16607,Diesel,Manual,First,22.7 kmpl,22.70,1598 CC,1598,1000-2000,118 bhp,5,7.65
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Coimbatore,2015,32205,Diesel,Automatic,First,17.11 kmpl,17.11,1968 CC,1968,1000-2000,174.33 bhp,5,25.31
Renault Duster 110PS Diesel RxZ,Renault,Delhi,2013,67000,Diesel,Manual,First,19.01 kmpl,19.01,1461 CC,1461,1000-2000,108.45 bhp,5,4.75
Maruti Swift Dzire VXI,Maruti,Coimbatore,2014,57676,Petrol,Manual,First,19.1 kmpl,19.10,1197 CC,1197,1000-2000,85.8 bhp,5,6.69
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Mumbai,2012,41000,Petrol,Manual,First,16.47 kmpl,16.47,1198 CC,1198,1000-2000,73.9 bhp,5,3.1
Maruti Omni 8 Seater BSII,Maruti,Jaipur,2012,65000,Petrol,Manual,First,19.7 kmpl,19.70,796 CC,796,<1000,35 bhp,8,1.55
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Coimbatore,2019,12153,Petrol,Automatic,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,6.84
Tata Nano Twist XT,Tata,Hyderabad,2014,16810,Petrol,Manual,First,25.4 kmpl,25.40,624 CC,624,<1000,37.5 bhp,4,1.6
Audi A4 30 TFSI Premium Plus,Audi,Kochi,2017,61221,Petrol,Automatic,First,17.84 kmpl,17.84,1395 CC,1395,1000-2000,147.51 bhp,5,21.73
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Mumbai,2015,22000,Petrol,Manual,First,16.47 kmpl,16.47,1198 CC,1198,1000-2000,74 bhp,5,4.75
Maruti Alto 800 LXI,Maruti,Chennai,2015,63714,Petrol,Manual,First,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,2.45
Mini Cooper 5 DOOR D,Mini,Kochi,2019,14857,Diesel,Automatic,First,20.7 kmpl,20.70,1496 CC,1496,1000-2000,113.98 bhp,5,31.55
Audi A4 New 2.0 TDI Multitronic,Audi,Delhi,2012,69000,Diesel,Automatic,Second,15.2 kmpl,15.20,1968 CC,1968,1000-2000,140.8 bhp,5,10.25
Ford Endeavour Titanium 4X2,Ford,Coimbatore,2019,14648,Diesel,Manual,First,12.62 kmpl,12.62,2198 CC,2198,2000-3000,158 bhp,7,27.36
Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,Hyderabad,2013,100000,Petrol,Manual,Second,15.8 kmpl,15.80,1499 CC,1499,1000-2000,110 bhp,5,6.5
Hyundai Grand i10 Magna,Hyundai,Jaipur,2016,22000,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,4.25
Chevrolet Sail 1.2 LS,Chevrolet,Mumbai,2014,10000,Petrol,Manual,First,18.2 kmpl,18.20,1199 CC,1199,1000-2000,82.4 bhp,5,5.5
Maruti Swift Dzire LXI,Maruti,Kolkata,2015,107000,Petrol,Manual,First,20.85 kmpl,20.85,1197 CC,1197,1000-2000,83.14 bhp,5,4
Tata Zest Revotron 1.2T XM,Tata,Kochi,2017,48198,Petrol,Manual,First,17.57 kmpl,17.57,1193 CC,1193,1000-2000,88.7 bhp,5,4.65
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,Delhi,2015,15000,Diesel,Automatic,First,19.27 kmpl,19.27,2143 CC,2143,2000-3000,170 bhp,5,28.5
Chevrolet Cruze LTZ,Chevrolet,Coimbatore,2014,80073,Diesel,Manual,First,17.3 kmpl,17.30,1998 CC,1998,1000-2000,163.7 bhp,5,7.11
Maruti Ritz VDi,Maruti,Hyderabad,2013,85388,Diesel,Manual,First,21.1 kmpl,21.10,1248 CC,1248,1000-2000,73.9 bhp,5,3.9
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Jaipur,2017,14700,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,5.6
Maruti Dzire LDI,Maruti,Pune,2012,150000,Diesel,Manual,Third,28.4 kmpl,28.40,1248 CC,1248,1000-2000,73.75 bhp,5,2.25
Hyundai Verna 1.6 SX,Hyundai,Kolkata,2011,34994,Diesel,Manual,First,22.32 kmpl,22.32,1582 CC,1582,1000-2000,126.32 bhp,5,3.9
Jaguar XF Diesel,Jaguar,Coimbatore,2014,82536,Diesel,Automatic,First,14.74 kmpl,14.74,2993 CC,2993,2000-3000,270.9 bhp,5,28.63
Skoda Superb Elegance 1.8 TSI AT,Skoda,Delhi,2013,82000,Petrol,Automatic,First,13.7 kmpl,13.70,1798 CC,1798,1000-2000,157.75 bhp,5,7.25
Maruti Wagon R LXI,Maruti,Pune,2006,52000,Petrol,Manual,Second,18.9 kmpl,18.90,998 CC,998,<1000,67.1 bhp,5,2
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Mumbai,2011,20000,Petrol,Manual,First,16.47 kmpl,16.47,1198 CC,1198,1000-2000,73.9 bhp,5,3.5
Honda Civic 2010-2013 1.8 S MT,Honda,Hyderabad,2011,55000,Petrol,Manual,First,14.8 kmpl,14.80,1799 CC,1799,1000-2000,130.2 bhp,5,5
Maruti Eeco CNG 5 Seater AC,Maruti,Ahmedabad,2015,47001,CNG,Manual,First,20.0 km/kg,20.00,1196 CC,1196,1000-2000,63 bhp,5,3.72
Maruti Wagon R VXI,Maruti,Chennai,2014,52000,Petrol,Manual,First,22.5 kmpl,22.50,998 CC,998,<1000,67.04 bhp,5,3.45
Maruti Swift Dzire VDI,Maruti,Kolkata,2013,43284,Diesel,Manual,First,23.4 kmpl,23.40,1248 CC,1248,1000-2000,74 bhp,5,4.5
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2018,23875,Petrol,Automatic,First,13.0 kmpl,13.00,1591 CC,1591,1000-2000,121.3 bhp,5,14.36
Hyundai Grand i10 Asta,Hyundai,Bangalore,2016,51866,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,5.5
Nissan Micra Diesel XV Premium,Nissan,Mumbai,2013,69000,Diesel,Manual,First,23.08 kmpl,23.08,1461 CC,1461,1000-2000,63.1 bhp,5,3
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Coimbatore,2017,62788,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,6.08
Volkswagen Vento Diesel Highline,Volkswagen,Chennai,2013,150000,Diesel,Manual,First,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,5
Toyota Fortuner 4x2 AT,Toyota,Kochi,2015,47566,Diesel,Automatic,First,12.55 kmpl,12.55,2982 CC,2982,2000-3000,168.5 bhp,7,20.25
Hyundai Santro GS zipDrive - Euro II,Hyundai,Chennai,2002,67000,Petrol,Manual,Third,0.0 kmpl,0.00,999 CC,999,<1000,null bhp,5,1.2
Toyota Innova Crysta 2.8 GX AT,Toyota,Pune,2018,20300,Diesel,Automatic,First,11.36 kmpl,11.36,2755 CC,2755,2000-3000,171.5 bhp,7,18
Mercedes-Benz A Class A180 CDI,Mercedes-Benz,Pune,2015,48300,Diesel,Automatic,First,20.0 kmpl,20.00,2143 CC,2143,2000-3000,107.3 bhp,5,17.5
Hyundai EON D Lite,Hyundai,Pune,2013,30000,Petrol,Manual,First,21.1 kmpl,21.10,814 CC,814,<1000,55.2 bhp,5,2.1
Hyundai Elantra CRDi SX,Hyundai,Bangalore,2012,36000,Diesel,Manual,Second,22.7 kmpl,22.70,1582 CC,1582,1000-2000,126.24 bhp,5,7.5
Mini Cooper 3 DOOR D,Mini,Kochi,2015,27641,Diesel,Automatic,Second,20.7 kmpl,20.70,1496 CC,1496,1000-2000,113.98 bhp,4,24.77
Renault Duster 110PS Diesel RXZ Option,Renault,Bangalore,2015,60000,Diesel,Manual,First,19.64 kmpl,19.64,1461 CC,1461,1000-2000,108.45 bhp,5,8.65
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Chennai,2019,9000,Diesel,Automatic,First,10.91 kmpl,10.91,3198 CC,3198,3000-4000,197 bhp,7,35.5
Toyota Corolla Altis GL MT,Toyota,Delhi,2014,60750,Petrol,Manual,First,14.28 kmpl,14.28,1798 CC,1798,1000-2000,138.03 bhp,5,10.5
Mahindra XUV500 W7,Mahindra,Delhi,2018,9000,Diesel,Manual,First,14.0 kmpl,14.00,2179 CC,2179,2000-3000,155 bhp,7,13
